Arabian Nights,Interceptor,TALES,88,0,C,,,Interceptor,144,,,,,,,,,
Space Intruders,Interceptor,INTRUDE,88,0,C,,,Interceptor,144,,,,,,,,,
Battle Planet,ISP Marketing Ltd,BATTLE,88,0,C,,,ISP Marketing Ltd,144,,,,,,,,,
Monsters Magic,ISP Marketing Ltd,MonMag,88,0,C,,,ISP Marketing Ltd,144,,,,,,,,,
Avaunting,Ixion Software,AVAUNT,88,0,C,,,Ixion Software,144,,,,,,,,,
Miner,Ixion Software,MINER,88,0,C,,,Ixion Software,144,,,,,,,,,
Froggy,JSD Software,FROGGL,88,0,C,,,JSD Software,144,,,,,,,,,
Battlezone Six,Kansas City Systems,BZS,89,0,C,,,Kansas City Sys.,145,,,,,,,,,
Bomber Scramble,Kansas City Systems,BOMBER,89,0,S,,,Kansas City Sys.,145,,,,,,,,,
Cosmic Fighter,Kansas City Systems,COSMIC,89,0,C,,,Kansas City Sys.,145,,,,,,,,,
Dracula Island,Kansas City Systems,DracIsl,89,0,C,,,Kansas City Sys.,145,,,,,,,,,
F For Freddie,Kansas City Systems,FREDDIE,89,0,C,,,Kansas City Sys.,145,,,,,,,,,
Fighter Pilot,Kansas City Systems,FPILOT,89,0,C,,,Kansas City Sys.,145,,,,,,,,,
Five Spheres Of Goliath,Kansas City Systems,SPHERES,89,0,C,Five Spheres,,Kansas City Sys.,145,,,,,,,,,
Galactic Firebird,Kansas City Systems,Fbird,89,0,C,,,Kansas City Sys.,145,,,,,,,,,
Harlequin,Kansas City Systems,HAR,89,0,C,,,Kansas City Sys.,145,,,,,,,,,
Jigsaw,Kansas City Systems,JIG-PUZ,90,0,C,,,Kansas City Sys.,147,,,,,,,,,
Loony Loco,Kansas City Systems,Loony,89,0,C,,,Kansas City Sys.,145,,,,,,,,,
Magic Adventure 1,Kansas City Systems,MAGICAD,89,0,C,Magic Adventure,,Kansas City Sys.,145,,,,,,,,,
Moon Buggy,Kansas City Systems,MBUGGY,89,2,C,,,Kansas City Sys.,146,,,,,,,,,
Munchman,Kansas City Systems,MUNCHM,89,0,C,,,Kansas City Sys.,145,,,,,,,,,
Pinball Arcade,Kansas City Systems,PINLOAD,89,2,C,,,Kansas City Sys.,146,,,,,,,,,
Revenge Of Zor,Kansas City Systems,ROZ,89,0,C,,,Kansas City Sys.,145,,,,,,,,,
Reversi,Kansas City Systems,REVERSI,89,2,C,,,Kansas City Sys.,146,,,,,,,,,
Ring Of Time,Kansas City Systems,ROT,89,2,C,,,Kansas City Sys.,146,,,,,,,,,
Snake,Kansas City Systems,SNAKE,89,2,C,,,Kansas City Sys.,146,,,,,,,,,
SwordsAndSorcery,Kansas City Systems,SWORDS,89,2,C,Swords & Sorcery,,Kansas City Sys.,146,,,,,,,,,
Tomahawk,Kansas City Systems,THAWK,89,2,C,,,Kansas City Sys.,146,,,,,,,,,
Turbo,Kansas City Systems,TURBO,89,2,C,,,Kansas City Sys.,146,,,,,,,,,
Connect 4,Kaydee Software,CONNECT,91,0,C,,,Kaydee Software,148,,,,,,,,,
Pass Go,Kaydee Software,PASSGO,91,0,C,,,Kaydee Software,148,,,,,,,,,
House Of Horrors,KayEss,HORROR,91,0,C,,,KayEss,148,,,,,,,,,
Chicane,Kempston,CHICNE1,91,0,C,,,Kempston,148,,,,,,,,,
Antix,Krypton Force,ANTIX,91,0,C,,,Krypton Force,148,,,,,,,,,
Plane Crash,Labyrinth,PCLOAD,96,0,C,,,Labyrinth,156,,,,,,,,,
Hex,Larsoft,LAR_SCR,97,0,C,Hex - Legend Of Vianna,,Larsoft,158,,,,,,,,,
NineDancers,Larsoft,LAR_SCR,97,0,C,The Nine Dancers,,Larsoft,158,,,,,,,,,
Prophecy,Larsoft,LAR_SCR,97,0,C,The Prophecy,,Larsoft,158,,,,,,,,,
PuppetMan,Larsoft,LAR_SCR,97,0,C,The Puppetman,,Larsoft,158,,,,,,,,,
Return Of The Warrior,Larsoft,LAR_SCR,97,0,C,,,Larsoft,158,,,,,,,,,
Wychwood,Larsoft,LAR_SCR,97,0,C,,,Larsoft,158,,,,,,,,,
Million Mazes,LCL,SQUARE,96,0,C,,,LCL,156,,,,,,,,,
SirFrancisDrakeAdventureGame,LCL,DRAKE,96,0,C,Sir Francis Drake,,LCL,156,,,,,,,,,
Annabel Gray,Lee Software,ANNABEL,96,0,C,,,Lee Software,156,,,,,,,,,
In Search Of Atahaulpa,Lee Software,ISO,96,0,C,,,Lee Software,156,,,,,,,,,
Cluedo,Leisure Genius,CLUEDO,92,0,C,,,Leisure Genius,149,,,,,,,,,
Kensington,Leisure Genius,KENSING,92,0,C,,,Leisure Genius,149,,,,,,,,,
Monopoly,Leisure Genius,MONOPOL,92,0,C,,,Leisure Genius,149,,,,,,,,,
Scrabble,Leisure Genius,SCRABBL,92,0,C,,,Leisure Genius,149,,,,,,,,,
Adventure Quest,Level 9,INSTRUC,138,0,S,,,Level 9,219,,,,,,,,,
Colossal Adventure,Level 9,INSTRUC,138,2,S,,,Level 9,220,,,,,,,,,
Dungeon Adventure,Level 9,INSTRUC,139,0,S,,,Level 9,221,,,,,,,,,
Emerald Isle,Level 9,INSTRUC,142,0,S,,,Level 9,227,,,,,,,,,
Gnome Ranger,Level 9,!BOOT,145,0,S,,dsd,Level 9,232,,,,,,,,,
Growing Pains Of Adrian Mole,Level 9,INSTRUC,144,0,S,,dsd,Level 9,231,,,,,,,,,
Ingrids Back,Level 9,!BOOT,147,0,S,,dsd,Level 9,234,,,,,,,,,
Knight Orc,Level 9,!BOOT,146,0,S,,dsd,Level 9,233,,,,,,,,,
Lancelot,Level 9,!BOOT,148,0,S,,dsd,Level 9,235,,,,,,,,,
Lords of Time,Level 9,INSTRUC,141,0,S,,,Level 9,225,,,,,,,,,
Red Moon,Level 9,INSTRUC,141,2,S,,,Level 9,226,,,,,,,,,
Return to Eden,Level 9,INSTRUC,140,0,S,,,Level 9,223,,,,,,,,,
Saga of Erik the Viking,Level 9,INSTRUC,140,2,S,,,Level 9,224,,,,,,,,,
Scapeghost,Level 9,!BOOT,150,0,S,,dsd,Level 9,237,,,,,,,,,
Secret Diary Of Adrian Mole,Level 9,INSTRUC,143,0,S,,dsd,Level 9,230,,,,,,,,,
Snowball,Level 9,INSTRUC,139,2,S,,,Level 9,222,,,,,,,,,
The Archers,Level 9,ARCHER,142,0,C,,,Level 9,228,,,,,,,,,
Time & Magik,Level 9,!BOOT,149,0,S,,dsd,Level 9,236,,,,,,,,,
Worm Paradise,Level 9,INSTRUC,142,2,S,,,Level 9,229,,,,,,,,,
Braz,LivewireSoftwareLtd,BRAZ,96,2,C,,,Livewire Software,157,,,,,,,,,
FruitCatcher,LivewireSoftwareLtd,FRUIT,96,2,C,,,Livewire Software,157,,,,,,,,,
Car Maze,Logic Systems,CAR-MAZ,98,0,C,,,Logic Systems,159,,,,,,,,,
Crazy Fruit,Logic Systems,CFRUIT,98,0,C,,,Logic Systems,159,,,,,,,,,
Danger Mower,Logic Systems,MOWER,98,0,C,,,Logic Systems,159,,,,,,,,,
Draughts,Logic Systems,DRAUGHT,98,0,C,,,Logic Systems,159,,,,,,,,,
Mastermind,Logic Systems,MASTERM,98,0,C,,,Logic Systems,159,,,,,,,,,
Ski Run,Logic Systems,SKI-RUN,98,0,C,,,Logic Systems,159,,,,,,,,,
Star Trek,Logic Systems,STARTRE,98,0,C,,,Logic Systems,159,,,,,,,,,
XOR,Logotron,XOR,95,0,C,,,Logotron,154,,,,,,,,,
XOR Designer,Logotron,XORDES,95,2,S,,,Logotron,155,,,,,,,,,
XOR Procyons Mazes,Logotron,XORPROC,95,0,C,,,Logotron,154,,,,,,,,,
Battlezone 2000,Lothlorien,BZ2,99,0,C,,,Lothlorien,160,,,,,,,,,
Johnny Reb,Lothlorien,REBEL11,99,0,C,,,Lothlorien,160,,,,,,,,,
Paras,Lothlorien,PARAS,99,0,C,,,Lothlorien,160,,,,,,,,,
Redcoats,Lothlorien,REDCOAT,99,0,C,,,Lothlorien,160,,,,,,,,,
Roman Empire,Lothlorien,ROMANEM,99,0,C,,,Lothlorien,160,,,,,,,,,
Roundheads And Cavaliers,Lothlorien,RNHDI,100,0,C,,,Lothlorien,244,,,,,,,,,
Special Operations,Lothlorien,SPECOPS,99,0,C,,,Lothlorien,160,,,,,,,,,
Stolen Lamp,Lothlorien,LAMP,99,0,C,,,Lothlorien,160,,,,,,,,,
Waterloo,Lothlorien,WATERLO,99,0,C,,,Lothlorien,160,,,,,,,,,
World War 1,Lothlorien,INTRO,100,2,C,,,Lothlorien,245,,,,,,,,,
Colditz,LVL,COLDITZ,96,2,C,,,LVL,157,,,,,,,,,
Blockbusters,Macsen,BLOCKB,93,0,C,,,Macsen,150,,,,,,,,,
Bullseye,Macsen,BULLY,93,2,C,,,Macsen,151,,,,,,,,,
Countdown,Macsen,COUNTD0,93,0,C,,,Macsen,150,,,,,,,,,
Gold Run,Macsen,GOLDRUN,93,2,C,,,Macsen,151,,,,,,,,,
Treasure Hunt,Macsen,GAME,93,0,C,,,Macsen,150,,,,,,,,,
QEGS Adventure,Mad Rabbit Software,QEGS1,101,0,C,,,MadRabbit Soft.,162,,,,,,,,,
QEGS Adventure II,Mad Rabbit Software,QEGS2,101,0,C,,,MadRabbit Soft.,162,,,,,,,,,
Locks Of Luck,Magus,LOL,101,0,C,,,Magus,162,,,,,,,,,
Whats Eeyores,Magus,EEYORES,101,0,C,,,Magus,162,,,,,,,,,
Brian Jacks Superstar Challenge,Martech,BRIAN,94,0,C,,,Martech,152,,,,,,,,,
Eddie Kidd Jump Challenge,Martech,EDDIE,94,0,C,,,Martech,152,,,,,,,,,
Galaxy Conflict,Martech,GALAXY,94,0,C,,,Martech,152,,,,,,,,,
Geoff Capes StrongMan,Martech,GCAPES,94,0,C,,,Martech,152,,,,,,,,,
Legend Of Tarzan,Martech,TARZ,94,0,C,,,Martech,152,,,,,,,,,
MegaApocalypse,Martech,MEGAPOC,94,0,C,,,Martech,152,,,,,,,,,
SamanthaFoxStripPoker,Martech,SFP,94,2,C,Sam Fox Strip Poker,,Martech,153,,,,,,,,,
WAR,Martech,WAR,94,2,C,,,Martech,153,,,,,,,,,
Galactic Patrol,Mastertronic,GALAXY,102,0,C,Galaxy Patrol,,Mastertronic,164,,,,,,,,,
Kane,Mastertronic,KANE,102,0,C,,,Mastertronic,164,,,,,,,,,
Spectipede,Mastertronic,SPEC,102,0,C,,,Mastertronic,164,,,,,,,,,
Star Maze II,Mastertronic,SMAZE,102,0,C,,,Mastertronic,164,,,,,,,,,
Thunderball,Mastertronic,TBALL,102,0,C,,,Mastertronic,164,,,,,,,,,
Vegas Jackpot,Mastertronic,VEGAS,102,0,C,,,Mastertronic,164,,,,,,,,,
Walk The Plank,Mastertronic,PLANK,102,0,C,,,Mastertronic,164,,,,,,,,,
Classic Adventure,Melborne House,CLASSIC,103,0,C,,,Melborne House,165,,,,,,,,,
Demo Adventure,Melborne House,DEMOADV,103,0,C,,,Melborne House,165,,,,,,,,,
Dodgy Geezers,Melborne House,GEEZERS,103,0,C,,,Melborne House,165,,,,,,,,,
Gyroscope,Melborne House,GYROSCO,103,0,C,,,Melborne House,165,,,,,,,,,
Hampstead,Melborne House,HAMPSTD,103,0,C,,,Melborne House,165,,,,,,,,,
Terrormolinos,Melborne House,TERROR,103,0,C,,,Melborne House,165,,,,,,,,,
The Hobbit,Melborne House,HOBBIT,104,2,C,,,Melborne House,166,,,,,,,,,
The Lord Of The Rings,Melborne House,LOTR,104,0,C,,,Melborne House,165,,,,,,,,,
Way Of The Exploding Fist,Melborne House,WAY,103,0,C,,,Melborne House,165,,,,,,,,,
City Defend,MGB Software,CITIES,101,0,C,,,MGB Software,162,,,,,,,,,
Gobbler,MGB Software,GOBBLER,101,0,C,,,MGB Software,162,,,,,,,,,
RoboBrain,MGB Software,ROBO,101,2,C,,,MGB Software,163,,,,,,,,,
3D Space Ranger,Microbyte,RANGER,101,2,C,,,Microbyte,163,,,,,,,,,
Arcade Pinball,Microbyte,PINBALL,101,2,C,,,Microbyte,163,,,,,,,,,
ErBert,Microbyte,ERBERT,101,2,C,,,Microbyte,163,,,,,,,,,
Reversi,Microbyte,REVERSI,101,2,C,,,Microbyte,163,,,,,,,,,
AirTrafficControlSimulator,Microdeal,ATC,101,2,C,ATC Sim,,Microdeal,163,,,,,,,,,
Arena 3000,Microdeal,ARENA,101,2,C,,,Microdeal,163,,,,,,,,,
ShuttleSimulator,Microdeal,SHUTTLE,101,2,C,Shuttle Sim,,Microdeal,163,,,,,,,,,
DodgeEm,Microgame,DODGEM,101,2,C,,,Microgame,163,,,,,,,,,
Pearl Harbour,Microgame,PEARL-L,101,2,C,,,Microgame,163,,,,,,,,,
Adventure,Micropower,ADVENTU,54,2,C,,,Micropower,86,,,,,,,,,
Alien Destroyers,Micropower,ALIEND,56,0,C,,,Micropower,89,,,,,,,,,
Alien Destroyers II,Micropower,ALIEND2,56,0,C,Alien Destroyers 2,,Micropower,89,,,,,,,,,
Alien Swirl,Micropower,SWIRL,54,0,C,,,Micropower,85,,,,,,,,,
Asteroid Storm,Micropower,STORM,54,0,C,,,Micropower,85,,,,,,,,,
Astro Navigator,Micropower,NAVIG,54,0,C,,,Micropower,85,,,,,,,,,
Bandits at 3 oclock,Micropower,B3OC,54,2,C,Bandits 3oClock,,Micropower,86,,,,,,,,,
Barrage,Micropower,BARRAGE,54,2,C,,,Micropower,86,,,,,,,,,
Blockbuster,Micropower,BLOCK,55,2,C,,,Micropower,244,,,,,,,,,
Bumblebee,Micropower,BUMBLE,55,2,C,,,Micropower,88,,,,,,,,,
Castle Quest,Micropower,CASTLE,56,2,C,,,Micropower,90,,,,,,,,,
Cat and Mouse,Micropower,CAT,54,0,C,,,Micropower,85,,,,,,,,,
Caveman Adventure,Micropower,CAVE,55,2,S,,,Micropower,244,,,,,,,,,
Constellation,Micropower,CONSTEL,54,0,C,,,Micropower,85,,,,,,,,,
Cosmic Combat,Micropower,COMBAT,54,0,C,,,Micropower,85,,,,,,,,,
Cowboy Shootout,Micropower,SHOOTOU,54,0,S,,,Micropower,85,,,,,,,,,
Croaker,Micropower,CROAKER,54,2,C,,,Micropower,86,,,,,,,,,
Cybertron Mission,Micropower,CYBERTR,56,2,C,,,Micropower,90,,,,,,,,,
Danger UXB,Micropower,UXB,55,0,C,,,Micropower,87,,,,,,,,,
Devils Domain,Micropower,DOMAIN,55,2,C,,,Micropower,88,,,,,,,,,
Doctor Who And The Mines Of Terror,Micropower,!WHO,57,2,C,Dr.Who Mines Of Terror,,Micropower,92,,,,,,,,,
Dune Rider,Micropower,Dune-R,56,0,C,,,Micropower,89,,,,,,,,,
Eldorado Gold,Micropower,ELDORAD,54,2,C,,,Micropower,86,,,,,,,,,
Escape From Moonbase Alpha,Micropower,EMBA1,55,0,C,Escape Moonbase Alpha,,Micropower,87,,,,,,,,,
Felix&TheFruitMonsters,Micropower,FELIXFM,55,0,C,Felix & Monsters,,Micropower,87,,,,,,,,,
FelixInTheFactory,Micropower,FEFACT,55,0,C,Felix / Factory,,Micropower,87,,,,,,,,,
FelixMeetsTheEvilWeevils,Micropower,FELIX,55,0,C,Felix & Weevils,,Micropower,87,,,,,,,,,
Frenzy,Micropower,FRENZY,56,0,C,,,Micropower,89,,,,,,,,,
Galactic Commander,Micropower,COMMAND,54,0,S,,,Micropower,85,,,,,,,,,
Gauntlet,Micropower,GAUNTLE,56,2,C,,,Micropower,90,,,,,,,,,
Ghouls,Micropower,GHOULS,55,0,C,,,Micropower,87,,,,,,,,,
Hell Driver,Micropower,HLLDRVR,54,0,C,,,Micropower,85,,,,,,,,,
Imogen,Micropower,IMOGEN,57,0,C,,,Micropower,91,,,,,,,,,
Intergalactic Trader,Micropower,TRADER,54,2,C,Interg. Trader,,Micropower,86,,,,,,,,,
Jet Power Jack,Micropower,JET,56,0,C,,,Micropower,89,,,,,,,,,
Killer Gorilla,Micropower,KILLER,56,0,C,,,Micropower,89,,,,,,,,,
Labyrinths Of LaCoshe,Micropower,LABRYN,55,2,C,,,Micropower,88,,,,,,,,,
Laser Command,Micropower,LASERCM,54,2,C,,,Micropower,86,,,,,,,,,
Martian Attack,Micropower,MARS,55,2,C,,,Micropower,88,,,,,,,,,
Maze,Micropower,MAZE,56,2,C,,,Micropower,90,,,,,,,,,
Maze Invaders,Micropower,MAZEINV,54,0,C,,,Micropower,85,,,,,,,,,
Moon Raider,Micropower,MOON,55,0,C,,,Micropower,87,,,,,,,,,
Mr.EE,Micropower,MRE1,56,0,C,Mr.EE!,,Micropower,89,,,,,,,,,
Munchyman,Micropower,MUNCHYM,54,0,C,,,Micropower,85,,,,,,,,,
Painter,Micropower,PAINTER,54,2,C,,,Micropower,86,,,,,,,,,
Plutonium Plunder,Micropower,PLUTON,55,2,C,,,Micropower,88,,,,,,,,,
Positron,Micropower,POSITRO,56,0,C,,,Micropower,89,,,,,,,,,
QBoyd,Micropower,Q-Boyd,56,0,C,Q*Boyd,,Micropower,89,,,,,,,,,
Rubble Trouble,Micropower,RUBBLE,55,2,C,,,Micropower,88,,,,,,,,,
Seek,Micropower,SEEK,54,2,C,,,Micropower,86,,,,,,,,,
Space Jailer,Micropower,SJ,55,2,C,,,Micropower,88,,,,,,,,,
Star Trek,Micropower,STARTRE,54,0,C,,,Micropower,85,,,,,,,,,
StarfleetEncounter,Micropower,SFE,54,0,C,StarFleet Enc.,,Micropower,85,,,,,,,,,
Stock Car,Micropower,STOCK,54,0,C,,,Micropower,85,,,,,,,,,
Swag,Micropower,SWAGL,55,2,C,,,Micropower,88,,,,,,,,,
Swoop,Micropower,SWOOP,54,2,S,,,Micropower,86,,,,,,,,,
The Mine,Micropower,MINE,55,2,C,,,Micropower,88,,,,,,,,,
Timetrek,Micropower,TIMETRE,54,0,C,,,Micropower,85,,,,,,,,,
Wall,Micropower,WALL,54,2,C,,,Micropower,86,,,,,,,,,
Where,Micropower,WHERE,54,0,C,Where?,,Micropower,85,,,,,,,,,
Wizards Challenge,Micropower,WIZARD,55,2,C,,,Micropower,88,,,,,,,,,
World Geography,Micropower,GEOGRAP,54,0,C,,,Micropower,85,,,,,,,,,
Zarm,Micropower,ZARM,55,0,C,,,Micropower,87,,,,,,,,,
Zombies,Micropower,ZOMBIEL,54,2,C,,,Micropower,86,,,,,,,,,
Satans Challenge or Nevil Rides Out,Microtest,SATAN,101,2,C,,,Microtest,163,,,,,,,,,
Caesar The Cat,Mirrorsoft,CAESAR,105,0,C,,,Mirrorsoft,167,,,,,,,,,
Hi Bouncer,Mirrorsoft,BOUNCER,105,0,C,,,Mirrorsoft,167,,,,,,,,,
Spitfire 40,Mirrorsoft,SP40,105,0,C,,,Mirrorsoft,167,,,,,,,,,
Strike Force Harrier,Mirrorsoft,STRIKE,105,0,C,,,Mirrorsoft,167,,,,,,,,,
Tetris,Mirrorsoft,TETRIS,105,0,C,,,Mirrorsoft,167,,,,,,,,,
Espionage,Modular Resources Software,INTRO,106,0,C,,,Modular Resources,168,,,,,,,,,
Emperor,Molymerx,Emperor,106,0,C,,,Molymerx,168,,,,,,,,,
Fairytale Adventure,Molymerx,FAIRYTL,106,0,C,,,Molymerx,168,,,,,,,,,
Jumbo,Molymerx,JUMBO,106,2,C,,,Molymerx,169,,,,,,,,,
WIlliam The Conqueror,Molymerx,WILLIAM,106,0,C,,,Molymerx,168,,,,,,,,,
Pen and The Dark,Mosaic Publishing Ltd,PENDARK,106,0,C,,,Mosaic Publ.,168,,,,,,,,,
Yes Prime Minister,Mosaic Publishing Ltd,YPM,106,2,C,,,Mosaic Publ.,169,,,,,,,,,
3D Munchy,MRM Software,MUNCHY,58,0,C,,,MRM Software,93,,,,,,,,,
Banana Man,MRM Software,BANANA,58,0,C,,,MRM Software,93,,,,,,,,,
Castle Assault,MRM Software,CASTLE,58,2,C,,,MRM Software,94,,,,,,,,,
Castle Of Gems,MRM Software,GEMS,58,0,C,,,MRM Software,93,,,,,,,,,
Diamond Mine,MRM Software,DMINE,58,0,C,,,MRM Software,93,,,,,,,,,
Ghost Hunter,MRM Software,GHOST1,58,0,C,,,MRM Software,93,,,,,,,,,
Guy in The Hat,MRM Software,GUY,58,2,C,,,MRM Software,94,,,,,,,,,
Hangman,MRM Software,HANGMAN,58,2,C,,,MRM Software,94,,,,,,,,,
Lunar Lander,MRM Software,LUNARLA,58,0,C,,,MRM Software,93,,,,,,,,,
Mr Shifter,MRM Software,SHIFTER,58,2,C,,,MRM Software,94,,,,,,,,,
Nightmare Maze,MRM Software,NMAZE,58,2,C,,,MRM Software,94,,,,,,,,,
Odd Ball,MRM Software,ODDBALL,58,0,C,,,MRM Software,93,,,,,,,,,
Q-Man,MRM Software,QMAN,58,0,C,,,MRM Software,93,,,,,,,,,
Q-Man's Brother,MRM Software,QMANB,58,0,C,,,MRM Software,93,,,,,,,,,
Screwball,MRM Software,SCREW,58,2,C,,,MRM Software,94,,,,,,,,,
Secret Sam 1,MRM Software,SAM1-1,58,0,C,,,MRM Software,93,,,,,,,,,
Secret Sam 2,MRM Software,SECSAM1,58,0,C,,,MRM Software,93,,,,,,,,,
Solitaire,MRM Software,SOLITAI,58,2,C,,,MRM Software,94,,,,,,,,,
Sorcerer,MRM Software,SORCERR,58,2,C,The Sorcerer,,MRM Software,94,,,,,,,,,
WilfredTheWarlock,MRM Software,WILF1,58,2,C,Wilfred Warlock,,MRM Software,94,,,,,,,,,
Zuyder Zee,MRM Software,ZUYDER,58,2,C,,,MRM Software,94,,,,,,,,,
FSS Liberator,Nebulae,LIBERAT,108,0,C,,,Nebulae,170,,,,,,,,,
Beeb Invaders,Niblesoft,INVADER,108,0,C,,,Niblesoft,170,,,,,,,,,
Bandits,Oak Software,BANDITS,109,0,C,,,Oak Software,171,,,,,,,,,
Bouncing Bill,Oak Software,BOUNCIN,109,0,C,,,Oak Software,171,,,,,,,,,
Saint,Oak Software,SAINT,109,0,C,,,Oak Software,171,,,,,,,,,
Space Shuttle Pilot,OakleafComputers,SHUTTLE,109,0,C,,,Oakleaf Comps.,171,,,,,,,,,
Aces High,Oasis Software,ACES,109,0,C,,,Oasis Software,171,,,,,,,,,
Daley Thompsons Super Test,Ocean,SUPERTE,109,0,C,,,Ocean,171,,,,,,,,,
Eyes,Ocean,Eyes,109,0,C,,,Ocean,171,,,,,,,,,
Match Day,Ocean,MATCH,109,2,C,,,Ocean,172,,,,,,,,,
Mr Wimpy,Ocean,WIMPY,109,0,C,,,Ocean,171,,,,,,,,,
Fruity,Odyssey Software,FRUITY,109,2,C,,,Odyssey Software,172,,,,,,,,,
Counter Attack,OIC,CNTATK,109,2,C,,,OIC,172,,,,,,,,,
Sixers,OIC,SIXERS,109,2,C,,,OIC,172,,,,,,,,,
Wheeler Dealer,OIC,WHEELER,109,2,C,,,OIC,172,,,,,,,,,
Land Of Tezrel,Omen,TEZREL,111,0,C,,,Omen,174,,,,,,,,,
Asteroid Miner,Optima,ASTMINE,110,0,C,,,Optima,173,,,,,,,,,
Atomic Protector,Optima,ATOMPRO,110,0,C,,,Optima,173,,,,,,,,,
Bed Bugs,Optima,BEDBUGS,110,0,C,,,Optima,173,,,,,,,,,
Omega Probe,Optima,OMEGAPR,110,0,C,,,Optima,173,,,,,,,,,
Sea Wolf,Optima,SEAWOLF,110,0,C,,,Optima,173,,,,,,,,,
Bomber Baron,Optyx Software,BARON,111,0,C,,,Optyx Software,174,,,,,,,,,
Dogfight,Opus,DOGF01,111,0,C,,,Opus,174,,,,,,,,,
Maze in Space,Opus,MAZE01,111,0,C,,,Opus,174,,,,,,,,,
Banished Prince,Orbit,BAN-1,111,0,C,,,Orbit,174,,,,,,,,,
Star Hawks,Orion,HAWKS,111,0,C,,,Orion,174,,,,,,,,,
Fortress,Pace,FORTRES,112,0,C,,,Pace,175,,,,,,,,,
Skyhawk,Pace,SKYHAWK,112,0,C,,,Pace,175,,,,,,,,,
Sorcery,Pace,SORCERY,112,0,C,,,Pace,175,,,,,,,,,
Light Cycles,Paean Systems,LIGHTCY,112,0,C,,,Paean Systems,175,,,,,,,,,
Scan,Paean Systems,Scan,112,0,C,,,Paean Systems,175,,,,,,,,,
Evil Dead,Palace,EVIL,112,0,C,,,Palace,175,,,,,,,,,
Bridge Head,Pavillion,BRHEAD,112,0,C,,,Pavillion,175,,,,,,,,,
Sailplane,Pavillion,SAIL,112,0,C,,,Pavillion,175,,,,,,,,,
Boss,Peaksoft,BOSS,112,2,C,,,Peaksoft,176,,,,,,,,,
Champions,Peaksoft,CHAMPS,112,2,C,,,Peaksoft,176,,,,,,,,,
Deaths Head Hole,Peaksoft,DHHLOAD,112,2,C,,,Peaksoft,176,,,,,,,,,
Gulp!,Peaksoft,GULP,112,2,C,,,Peaksoft,176,,,,,,,,,
Ossie,Peaksoft,OSSIE,112,2,C,,,Peaksoft,176,,,,,,,,,
3D Snooker,Players,3DSNOOK,126,2,C,,,Players,199,,,,,,,,,
Cavey,Players,CAVEY,126,0,C,,,Players,198,,,,,,,,,
F-14 Tomcat,Players,F14-TOM,126,2,C,,,Players,199,,,,,,,,,
Joe Blade,Players,BLADE,126,0,C,,,Players,198,,,,,,,,,
Joe Blade II,Players,BLADE2,126,0,C,,,Players,198,,,,,,,,,
Killapede,Players,KILLAPE,126,0,C,,,Players,198,,,,,,,,,
Shanghai Warriors,Players,SHAN,126,0,C,,,Players,198,,,,,,,,,
Subway Vigilante,Players,SUBWAY,126,0,C,,,Players,198,,,,,,,,,
3DeepSpace,Postern,3DSPACE,113,0,C,3D Deep Space,,Postern,177,,,,,,,,,
Firehawks,Postern,FHAWKL,113,0,C,,,Postern,177,,,,,,,,,
Pengwyn,Postern,Pengwyn,113,0,C,,,Postern,177,,,,,,,,,
Shadowfax,Postern,SHADOWF,113,0,C,,,Postern,177,,,,,,,,,
Siege,Postern,SIEGE,113,0,C,,,Postern,177,,,,,,,,,
Snake Pit,Postern,SNAKEPI,113,0,C,,,Postern,177,,,,,,,,,
Xanagrams,Postern,XANGRAM,113,0,C,,,Postern,177,,,,,,,,,
Cute To Kill,Power House,CUTEKIL,114,0,C,,,Power House,178,,,,,,,,,
Hercules,Power House,HERCULE,114,0,C,,,Power House,178,,,,,,,,,
Icarus,Power House,Load,114,2,C,,,Power House,179,,,,,,,,,
TombOfSyrinx,Power House,SYRINX,114,0,C,,,Power House,178,,,,,,,,,
Guardian Of Doomsday,Quest,GOD,115,0,C,,,Quest,180,,,,,,,,,
Drumkit,Quicksilva,DRUMKIT,115,0,C,,,Quicksilva,180,,,,,,,,,
Gate Crasher,Quicksilva,GATE1,115,0,C,,,Quicksilva,180,,,,,,,,,
Mined Out,Quicksilva,MINED,115,0,C,,,Quicksilva,180,,,,,,,,,
MuProc,Quicksilva,MUPROC,115,0,C,,,Quicksilva,180,,,,,,,,,
Protector,Quicksilva,PROLOAD,115,0,C,,,Quicksilva,180,,,,,,,,,
Wizard,Quicksilva,THE-WIZ,115,0,C,The Wizard,,Quicksilva,180,,,,,,,,,
Banjax,Robico,BANJAX,116,0,C,,,Robico,181,,,,,,,,,
Beeline,Robico,BEE,116,0,C,,,Robico,181,,,,,,,,,
Blood Of The Mutineers,Robico,MUTINY,116,2,C,,,Robico,182,,,,,,,,,
HuntSearchForShauna,Robico,TheHunt,116,2,C,The Hunt,,Robico,182,,,,,,,,,
Island Of Xaan,Robico,IOXAAN,116,0,C,,,Robico,181,,,,,,,,,
Rick Hanson Trilogy,Robico,MENU,117,0,C,,,Robico,247,,,,,,,,,
Stranded,Robico,STRAND,116,0,C,,,Robico,181,,,,,,,,,
Village Of lost Souls,Robico,VILLAGE,116,0,C,,,Robico,181,,,,,,,,,
Alien Break In,Romik,ABI,118,0,C,,,Romik,183,,,,,,,,,
